Selling_Price(lakhs),Kms_Driven,fuel,seller_type,transmission,Past_Owners,mileage,Present_Price(lakhs),age
1.3,80000,Petrol,Individual,Manual,3.0,24.7,6.35,12
2.2,40000,Petrol,Individual,Manual,1.0,18.7,8.41,7
2.75,53000,Petrol,Individual,Manual,1.0,23.59,9.0,7
4.55,60000,Diesel,Individual,Manual,1.0,21.0,13.68,4
5.7,30000,Petrol,Individual,Manual,1.0,20.89,16.73,4
3.3,100000,Diesel,Individual,Manual,3.0,24.3,10.47,8
1.65,80000,Petrol,Individual,Manual,3.0,19.3,9.79,11
8.0,117000,Diesel,Dealer,Automatic,1.0,16.95,7.64,8
6.8,8576,Petrol,Dealer,Manual,1.0,20.4,14.95,3
5.25,19723,Petrol,Dealer,Automatic,1.0,19.7,12.39,4
8.25,21446,Petrol,Dealer,Manual,1.0,16.3,16.53,5
7.5,52289,Diesel,Dealer,Manual,1.0,12.8,16.53,4
9.5,52236,Diesel,Dealer,Manual,1.0,12.8,9.0,4
9.5,54470,Diesel,Dealer,Manual,1.0,20.51,6.84,4
6.75,25471,Diesel,Dealer,Manual,1.0,18.9,11.0,4
4.9,33928,Petrol,Dealer,Manual,1.0,22.07,14.95,2
7.75,59736,Diesel,Dealer,Manual,1.0,22.54,5.0,3
3.5,54290,Petrol,Dealer,Manual,1.0,22.32,16.53,12
4.75,2118,Petrol,Dealer,Manual,1.0,26.59,14.95,5
9.5,61379,Diesel,Dealer,Manual,1.0,21.1,6.0,4
3.5,58544,Petrol,Dealer,Manual,2.0,20.0,2.38,11
4.0,74381,Petrol,Dealer,Manual,1.0,23.0,11.49,5
0.75,35000,Petrol,Individual,Manual,3.0,22.9,6.0,20
8.5,63982,Diesel,Dealer,Manual,1.0,19.0,9.15,4
1.75,65000,Petrol,Dealer,Manual,2.0,14.0,13.87,13
5.7,74000,Diesel,Dealer,Manual,1.0,21.9,6.55,7
5.25,56429,Diesel,Dealer,Manual,2.0,18.1,6.35,8
2.7,56000,Petrol,Individual,Manual,1.0,17.6,9.0,9
4.35,19500,Petrol,Dealer,Manual,1.0,25.83,9.0,2
4.95,30000,Petrol,Dealer,Manual,1.0,11.8,5.37,6
5.75,53000,Diesel,Dealer,Manual,1.0,16.1,15.2,5
6.0,5000,Petrol,Individual,Manual,1.0,22.54,14.95,4
7.0,25000,Petrol,Individual,Manual,1.0,25.5,8.41,6
5.6,72000,Diesel,Dealer,Manual,1.0,13.5,9.15,7
5.65,72000,Diesel,Dealer,Manual,1.0,20.92,13.29,5
2.5,80000,Diesel,Individual,Manual,1.0,21.19,10.0,16
4.1,29000,Petrol,Individual,Manual,2.0,16.8,11.33,8
4.95,56832,Diesel,Dealer,Manual,1.0,25.2,9.99,5
4.7,30528,Petrol,Dealer,Manual,1.0,27.3,16.73,7
3.5,65285,Diesel,Dealer,Manual,1.0,19.62,9.79,8
4.8,43000,Petrol,Dealer,Manual,1.0,20.89,9.15,6
2.7,52380,Diesel,Dealer,Manual,1.0,28.4,7.31,8
6.6,74250,Diesel,Dealer,Manual,1.0,24.3,11.2,3
4.9,57247,Petrol,Dealer,Automatic,1.0,21.0,7.07,4
8.0,52000,Diesel,Individual,Manual,1.0,18.6,10.19,4
3.5,47000,Petrol,Individual,Manual,2.0,20.77,4.26,10
1.7,80000,Diesel,Individual,Manual,3.0,21.7,8.41,10
1.25,85000,Diesel,Individual,Manual,2.0,27.4,7.07,10
4.0,100000,Diesel,Individual,Manual,1.0,23.4,10.13,9
2.5,110000,Petrol,Individual,Manual,1.0,15.0,3.5,10
3.35,30000,Petrol,Individual,Manual,1.0,26.59,9.93,6
1.15,60000,Petrol,Individual,Manual,3.0,16.02,9.0,12
7.31,40000,Diesel,Individual,Manual,1.0,21.1,8.41,4
3.95,120000,Diesel,Individual,Manual,1.0,15.96,3.33,9
5.0,120000,Diesel,Individual,Manual,1.0,15.4,8.19,6
2.2,50000,Petrol,Individual,Manual,3.0,20.0,9.0,7
2.4,100000,Diesel,Individual,Manual,1.0,18.2,8.41,8
2.15,120000,Diesel,Individual,Manual,3.0,11.57,4.14,11
4.0,90000,Diesel,Individual,Manual,2.0,16.1,8.51,9
1.91,90000,Petrol,Individual,Manual,1.0,10.5,2.5,9
3.51,100000,Diesel,Individual,Manual,2.0,13.6,15.2,8
2.5,20000,Petrol,Individual,Automatic,1.0,22.1,6.43,6
2.1,90000,Diesel,Individual,Manual,2.0,23.59,8.19,12
7.0,35000,Diesel,Individual,Manual,1.0,16.1,2.38,4
5.0,120000,Diesel,Individual,Manual,2.0,24.3,11.33,11
1.2,120000,Petrol,Individual,Manual,1.0,20.77,6.75,19
8.5,10000,Diesel,Individual,Manual,1.0,25.2,11.05,2
1.2,100000,Diesel,Individual,Manual,2.0,21.5,15.0,27
7.7,65000,Diesel,Individual,Manual,2.0,14.9,3.4,4
2.45,90000,Petrol,Individual,Manual,3.0,23.84,6.67,14
2.5,90000,Petrol,Individual,Manual,1.0,26.59,14.95,9
6.51,42323,Diesel,Dealer,Manual,1.0,19.3,8.41,5
4.8,42462,Petrol,Dealer,Manual,1.0,18.8,9.79,8
5.0,30000,Diesel,Individual,Manual,1.0,18.6,12.39,5
10.75,42545,Diesel,Dealer,Automatic,1.0,22.54,8.41,10
6.9,32000,Diesel,Dealer,Manual,1.0,19.7,8.41,5
5.89,41232,Diesel,Dealer,Manual,1.0,19.5,7.31,4
5.89,41232,Diesel,Dealer,Manual,1.0,12.05,8.41,4
4.8,20375,Petrol,Dealer,Manual,1.0,19.81,11.2,3
4.5,43978,Diesel,Dealer,Manual,2.0,25.8,9.15,8
7.7,50000,Diesel,Individual,Manual,1.0,26.59,9.0,3
4.45,40200,Diesel,Dealer,Manual,1.0,15.0,10.47,6
7.0,30000,Petrol,Individual,Manual,1.0,20.4,11.49,3
5.6,90000,Diesel,Individual,Manual,1.0,15.96,9.99,7
4.75,48000,Diesel,Dealer,Manual,2.0,15.6,8.41,8
4.65,27233,Diesel,Dealer,Manual,1.0,15.96,8.8,7
5.2,28832,Diesel,Dealer,Manual,1.0,15.1,10.47,4
2.25,35000,Petrol,Individual,Manual,1.0,19.81,11.2,10
7.0,35000,Petrol,Individual,Manual,1.0,18.9,14.95,6
7.8,40000,Diesel,Individual,Manual,1.0,16.1,8.56,4
0.93,80000,Petrol,Individual,Manual,2.0,28.4,6.55,15
4.03,30000,Diesel,Individual,Manual,2.0,20.51,8.41,5
2.3,50000,Petrol,Individual,Manual,2.0,23.95,10.47,12
5.6,25000,Petrol,Individual,Manual,1.0,20.51,6.58,7
8.3,120000,Diesel,Individual,Manual,1.0,26.59,9.15,1
2.5,60000,Diesel,Individual,Manual,2.0,19.7,16.53,10
4.5,110000,Diesel,Individual,Manual,1.0,22.07,8.19,7
7.45,67000,Diesel,Individual,Manual,1.0,26.2,4.14,5
1.2,40000,Petrol,Individual,Manual,1.0,21.9,2.38,13
3.0,120000,Diesel,Individual,Manual,2.0,15.96,16.53,13
0.52,100000,Petrol,Individual,Manual,1.0,21.4,9.15,22
3.0,98000,Diesel,Individual,Manual,1.0,24.7,8.44,18
2.6,38000,Diesel,Individual,Manual,1.0,24.0,8.19,7
4.75,120000,Diesel,Individual,Manual,1.0,19.09,2.38,6
3.02,103000,Diesel,Individual,Manual,3.0,24.4,11.2,10
0.45,60000,Petrol,Individual,Manual,1.0,18.6,10.47,27
7.75,80000,Diesel,Individual,Manual,1.0,21.9,8.41,4
7.0,50000,Diesel,Individual,Manual,1.0,24.7,12.8,6
8.7,70000,Diesel,Individual,Manual,1.0,24.4,6.84,4
5.5,30000,Petrol,Individual,Automatic,1.0,17.5,8.41,2
6.0,80000,Diesel,Individual,Manual,2.0,19.3,8.8,5
4.3,110000,Diesel,Individual,Manual,2.0,10.91,4.14,9
2.46,120000,Diesel,Individual,Manual,1.0,19.5,9.0,11
1.2,120000,Petrol,Individual,Manual,3.0,25.0,11.33,18
5.65,70000,Petrol,Individual,Manual,2.0,19.87,3.5,7
8.5,60000,Diesel,Individual,Manual,1.0,19.0,10.13,3
1.6,90000,Petrol,Individual,Manual,1.0,11.57,16.53,15
4.5,90000,Diesel,Individual,Manual,3.0,23.4,9.99,10
3.1,50000,Petrol,Individual,Manual,1.0,16.8,8.41,6
2.5,90000,Diesel,Individual,Manual,3.0,28.4,9.0,8
4.2,115000,Diesel,Individual,Manual,2.0,12.9,8.41,6
4.05,68000,Petrol,Individual,Manual,2.0,20.73,14.95,6
4.0,90000,Diesel,Individual,Manual,2.0,17.0,9.15,8
5.0,70000,Diesel,Individual,Manual,2.0,22.0,6.35,8
5.9,80000,Diesel,Individual,Manual,3.0,18.5,6.55,10
0.8,118000,Petrol,Individual,Manual,1.0,18.49,6.0,15
1.35,100000,Petrol,Individual,Manual,2.0,15.85,2.38,14
0.7,70000,Petrol,Individual,Manual,2.0,23.84,8.41,17
0.45,77000,Petrol,Individual,Manual,3.0,19.87,6.0,17
6.5,35500,Diesel,Individual,Manual,1.0,21.01,3.4,3
4.0,17500,Petrol,Individual,Manual,1.0,22.7,4.98,3
3.5,27000,Petrol,Individual,Manual,1.0,22.74,6.0,4
5.5,60000,Diesel,Individual,Manual,1.0,14.0,8.41,4
3.5,25000,Petrol,Individual,Manual,1.0,19.7,3.5,5
4.6,80000,Diesel,Individual,Manual,1.0,24.52,9.93,6
1.85,60000,Petrol,Individual,Manual,2.0,18.9,6.0,9
5.5,38000,Diesel,Individual,Manual,1.0,15.1,1.99,8
1.75,60000,Petrol,Individual,Manual,3.0,17.8,11.5,9
9.0,110000,Diesel,Individual,Manual,1.0,17.01,9.15,10
9.0,92000,Diesel,Individual,Manual,1.0,22.37,9.1,5
6.25,10000,Petrol,Individual,Manual,1.0,9.5,8.41,3
3.1,35000,Petrol,Individual,Manual,2.0,17.1,4.98,4
5.0,35000,Diesel,Individual,Manual,1.0,17.1,8.0,4
6.1,23000,Diesel,Individual,Manual,1.0,20.7,5.37,5
4.8,70000,Diesel,Individual,Manual,1.0,14.3,9.0,6
6.5,40000,Petrol,Individual,Manual,1.0,14.23,4.48,4
2.9,100000,Diesel,Individual,Manual,2.0,17.8,8.41,9
3.0,50000,Petrol,Individual,Manual,2.0,19.16,5.37,4
4.0,60000,Diesel,Individual,Manual,2.0,28.09,8.41,6
2.8,28000,Petrol,Individual,Manual,2.0,16.5,8.41,6
4.95,80000,Diesel,Individual,Manual,2.0,18.0,9.99,9
7.0,4500,Petrol,Individual,Manual,1.0,21.79,13.87,2
3.1,70000,Diesel,Individual,Manual,1.0,18.9,9.79,8
6.0,80000,Petrol,Individual,Automatic,1.0,16.55,7.5,6
1.35,120000,Petrol,Individual,Manual,1.0,21.4,14.95,12
6.5,50000,Diesel,Individual,Manual,1.0,18.06,8.41,7
6.5,20000,Diesel,Individual,Manual,1.0,22.77,5.0,4
4.5,6750,Petrol,Individual,Manual,1.0,19.09,4.98,4
4.3,52000,Petrol,Individual,Manual,1.0,17.36,8.41,4
7.0,20000,Petrol,Individual,Automatic,1.0,17.3,11.0,2
2.3,18500,Petrol,Individual,Manual,1.0,23.01,11.49,10
6.7,50478,Petrol,Individual,Manual,1.0,20.51,13.87,5
5.25,9200,Petrol,Individual,Automatic,1.0,21.5,9.1,2
5.15,40000,Diesel,Individual,Manual,1.0,19.1,4.5,5
6.3,5000,Petrol,Individual,Manual,1.0,12.05,4.48,1
2.7,2300,Petrol,Individual,Manual,1.0,14.1,8.51,2
3.0,40000,Petrol,Individual,Manual,1.0,25.17,3.5,5
2.5,119000,Diesel,Individual,Manual,1.0,13.0,10.47,9
7.5,100000,Diesel,Individual,Manual,1.0,17.92,5.18,4
1.35,50000,Petrol,Individual,Manual,2.0,13.93,12.8,12
2.75,80000,Petrol,Individual,Manual,2.0,12.05,9.99,8
2.0,43381,Petrol,Dealer,Manual,2.0,17.0,9.79,7
4.25,50000,Diesel,Individual,Manual,2.0,22.54,4.98,7
2.2,40000,Petrol,Individual,Manual,1.0,18.9,14.15,10
5.9,10000,Petrol,Individual,Manual,1.0,12.8,6.58,3
7.75,35000,Diesel,Individual,Manual,1.0,17.45,9.1,4
3.5,58500,Petrol,Individual,Manual,1.0,19.01,5.99,6
5.75,20000,Petrol,Individual,Manual,1.0,12.6,14.0,3
2.0,43500,Petrol,Individual,Manual,2.0,12.6,11.49,10
6.0,63000,Diesel,Individual,Manual,1.0,20.0,4.86,6
7.2,35000,Diesel,Individual,Manual,1.0,16.36,14.0,5
1.58,110000,Diesel,Individual,Manual,2.0,20.0,5.37,9
5.8,30000,Petrol,Individual,Automatic,1.0,11.79,13.8,4
4.2,50000,Diesel,Individual,Manual,1.0,21.4,5.31,9
3.5,30000,Petrol,Individual,Manual,1.0,24.0,6.0,3
6.5,56000,Petrol,Individual,Manual,1.0,22.32,12.8,7
4.0,12700,Petrol,Individual,Manual,1.0,20.85,5.37,4
7.0,35000,Diesel,Individual,Manual,1.0,16.9,16.53,3
5.2,30000,Petrol,Individual,Manual,1.0,26.59,10.99,4
4.5,120000,Diesel,Individual,Manual,1.0,20.45,5.31,9
8.5,100000,Diesel,Individual,Manual,1.0,0.0,8.51,4
3.5,34000,Petrol,Individual,Manual,1.0,27.28,6.55,4
4.5,56000,Diesel,Individual,Manual,1.0,20.7,6.35,10
1.6,65000,Petrol,Individual,Manual,2.0,19.67,16.53,11
3.0,80000,Diesel,Individual,Manual,1.0,12.8,3.4,10
2.85,40000,Petrol,Individual,Manual,1.0,18.6,8.84,6
8.5,58000,Diesel,Individual,Manual,1.0,17.3,10.47,5
7.0,19100,Petrol,Individual,Manual,1.0,17.0,3.5,3
9.0,25000,Petrol,Individual,Manual,1.0,19.09,3.33,3
1.8,49455,Petrol,Individual,Manual,1.0,16.8,4.26,16
2.2,100000,Petrol,Individual,Manual,1.0,15.04,9.0,5
1.2,120000,Diesel,Individual,Manual,1.0,19.2,8.44,8
4.2,46815,Diesel,Individual,Manual,2.0,16.52,3.33,8
1.6,110000,Diesel,Individual,Manual,1.0,21.1,10.47,8
2.5,80000,Petrol,Individual,Manual,1.0,16.8,6.0,6
3.85,100000,Diesel,Individual,Manual,3.0,26.59,5.37,8
3.18,80000,Petrol,Individual,Manual,1.0,26.59,5.78,7
4.8,40000,Petrol,Individual,Manual,1.0,23.4,4.26,3
3.3,70000,Petrol,Individual,Manual,3.0,22.54,4.48,6
1.52,80000,Diesel,Individual,Manual,1.0,20.77,4.26,10
2.5,40000,Petrol,Individual,Manual,1.0,19.67,5.99,7
2.48,80000,Diesel,Individual,Manual,1.0,16.96,9.0,10
3.0,60000,Petrol,Individual,Manual,2.0,22.15,9.0,10
5.5,50000,Petrol,Individual,Manual,1.0,0.0,4.98,4
6.5,30000,Diesel,Individual,Manual,1.0,17.8,16.73,5
4.45,25000,Petrol,Individual,Manual,1.0,21.1,7.9,4
6.0,100000,Diesel,Individual,Manual,1.0,18.5,9.54,5
2.2,65000,Petrol,Individual,Automatic,3.0,20.4,6.35,10
2.6,65000,Petrol,Individual,Automatic,3.0,18.78,8.19,10
1.5,90000,Petrol,Individual,Manual,1.0,23.65,16.53,12
2.0,80000,Diesel,Individual,Manual,2.0,23.59,6.43,10
2.85,80000,Diesel,Individual,Manual,2.0,18.6,8.51,9
2.5,60000,Petrol,Individual,Automatic,3.0,19.61,16.53,13
6.0,100875,Diesel,Individual,Automatic,1.0,21.5,8.41,11
5.6,20000,Petrol,Individual,Manual,1.0,20.63,4.98,3
5.0,30000,Petrol,Individual,Manual,1.0,22.77,15.2,5
2.7,118000,Diesel,Individual,Manual,1.0,20.85,8.41,8
4.2,69000,Diesel,Individual,Manual,3.0,16.8,5.37,8
4.35,25000,Petrol,Individual,Manual,2.0,18.49,8.41,6
4.0,100000,Petrol,Individual,Automatic,1.0,20.89,10.0,6
4.7,110000,Diesel,Individual,Manual,1.0,21.19,6.35,6
4.8,60000,Diesel,Individual,Manual,3.0,21.21,6.84,6
3.25,120000,Diesel,Individual,Manual,1.0,20.51,4.98,4
2.8,80000,Diesel,Individual,Manual,2.0,18.49,6.55,9
6.5,29000,Petrol,Individual,Manual,1.0,19.01,7.5,5
2.2,90000,Petrol,Individual,Manual,1.0,19.33,7.5,5
5.0,70000,Petrol,Individual,Manual,2.0,14.1,6.84,7
1.75,99000,Diesel,Individual,Manual,2.0,18.0,11.84,14
4.5,5000,Petrol,Individual,Manual,1.0,19.16,6.58,3
2.7,89000,Diesel,Individual,Manual,2.0,27.39,8.41,10
1.1,88000,Diesel,Individual,Manual,2.0,18.2,8.41,15
4.8,30000,Diesel,Individual,Manual,1.0,12.99,8.41,6
6.5,50000,Diesel,Individual,Automatic,2.0,22.0,9.0,5
4.8,80000,Diesel,Individual,Manual,1.0,16.78,10.47,8
6.5,110000,Diesel,Individual,Manual,3.0,24.0,14.78,6
10.0,60000,Diesel,Individual,Automatic,1.0,19.0,14.6,5
10.8,12800,Petrol,Individual,Automatic,1.0,16.8,8.41,3
1.7,40000,Petrol,Individual,Manual,1.0,16.8,6.58,9
6.1,49000,Diesel,Individual,Manual,1.0,17.71,4.48,4
3.5,25000,Petrol,Individual,Manual,1.0,20.0,10.13,7
2.6,65000,Petrol,Individual,Manual,2.0,25.8,9.93,5
7.0,20000,Diesel,Individual,Manual,1.0,23.0,9.54,6
6.78,17000,Petrol,Individual,Manual,1.0,24.52,6.43,3
8.0,15000,Diesel,Individual,Manual,1.0,22.74,9.0,6
4.0,120000,Diesel,Individual,Manual,2.0,19.7,9.0,7
3.0,49000,Petrol,Individual,Manual,1.0,17.19,10.0,11
5.2,29000,Petrol,Individual,Manual,1.0,17.6,13.8,5
8.5,55000,Diesel,Individual,Automatic,1.0,12.05,12.8,4
8.3,35000,Diesel,Individual,Manual,1.0,22.95,11.49,4
4.3,5000,Petrol,Individual,Manual,2.0,20.92,8.41,3
8.5,60000,Diesel,Individual,Manual,1.0,19.7,15.2,4
6.5,70000,Petrol,Individual,Manual,1.0,21.5,11.0,4
1.2,120000,Diesel,Individual,Manual,2.0,21.66,7.31,13
7.3,65100,Diesel,Individual,Manual,2.0,21.66,6.67,5
5.25,20000,Petrol,Individual,Automatic,1.0,25.32,8.41,2
6.0,108000,Diesel,Individual,Manual,1.0,15.04,6.35,6
5.0,15000,Petrol,Individual,Manual,1.0,28.4,6.0,2
1.5,77000,Petrol,Individual,Manual,1.0,17.5,11.0,12
4.1,18500,Petrol,Individual,Manual,1.0,24.52,5.31,6
6.25,120000,Diesel,Individual,Manual,1.0,16.0,12.33,5
2.9,15200,Petrol,Individual,Manual,1.0,10.5,15.2,6
5.0,35000,Petrol,Individual,Manual,1.0,23.0,3.33,6
1.9,70000,Petrol,Individual,Manual,1.0,18.5,10.0,8
7.5,80000,Diesel,Individual,Manual,2.0,13.93,17.46,7
7.4,38817,Diesel,Dealer,Manual,1.0,17.1,16.73,3
6.45,11000,Petrol,Dealer,Automatic,1.0,23.2,14.95,5
3.21,60000,Petrol,Individual,Automatic,2.0,22.32,8.19,11
5.85,50000,Petrol,Individual,Manual,1.0,21.9,9.99,4
2.25,70000,Diesel,Individual,Manual,1.0,18.0,9.0,10
5.0,70000,Diesel,Individual,Manual,1.0,16.47,10.47,4
3.5,90000,Diesel,Individual,Manual,3.0,19.68,4.48,10
7.56,70000,Diesel,Individual,Manual,2.0,20.0,1.99,5
2.4,50000,Petrol,Individual,Manual,1.0,13.5,6.67,7
0.8,120000,Petrol,Individual,Manual,2.0,19.12,14.0,9
8.0,5000,Petrol,Individual,Manual,1.0,19.72,16.53,2
3.2,80000,Diesel,Individual,Manual,3.0,16.2,5.75,12
5.1,25000,Petrol,Individual,Manual,1.0,15.4,3.4,4
6.5,15000,Diesel,Individual,Manual,1.0,22.0,3.5,2
2.1,35000,Petrol,Individual,Manual,2.0,17.01,12.8,10
1.1,80000,Petrol,Individual,Manual,2.0,19.67,8.0,13
6.65,25000,Diesel,Individual,Manual,1.0,16.52,8.0,4
5.55,52000,Diesel,Individual,Manual,1.0,12.99,7.5,4
5.6,52000,Diesel,Individual,Manual,1.0,20.62,8.41,4
2.9,77000,Diesel,Individual,Manual,2.0,21.66,8.41,10
6.25,120000,Diesel,Individual,Manual,2.0,18.6,16.73,10
3.5,116500,Diesel,Individual,Manual,1.0,16.1,9.0,10
3.0,120000,Petrol,Individual,Manual,1.0,16.2,8.19,9
2.4,120000,Diesel,Individual,Manual,1.0,15.1,10.47,10
3.77,80000,Diesel,Individual,Manual,1.0,19.7,15.2,5
5.25,100000,Petrol,Individual,Manual,1.0,20.51,17.46,2
2.7,120000,Diesel,Individual,Manual,3.0,20.2,8.19,11
5.9,90000,Petrol,Individual,Manual,1.0,15.96,8.5,2
8.0,33000,Petrol,Dealer,Manual,1.0,17.88,8.0,2
4.5,13500,Petrol,Individual,Manual,1.0,17.21,9.0,7
3.0,80000,Diesel,Individual,Manual,1.0,17.0,8.41,9
6.45,20000,Petrol,Individual,Manual,1.0,21.1,3.33,4
5.2,58000,Diesel,Individual,Manual,1.0,15.96,14.95,8
2.0,40000,Petrol,Individual,Manual,1.0,11.4,2.38,8
7.0,30000,Petrol,Individual,Manual,1.0,18.0,8.19,6
0.45,50000,Petrol,Individual,Manual,2.0,14.0,6.58,21
4.6,73000,Diesel,Individual,Manual,1.0,10.91,6.0,5
3.25,90000,Diesel,Individual,Manual,2.0,25.0,15.2,7
3.5,50000,Petrol,Individual,Manual,2.0,19.5,9.0,6
4.4,80000,Diesel,Individual,Manual,3.0,23.03,4.22,10
3.2,70000,Diesel,Individual,Manual,2.0,15.04,9.93,10
1.69,41000,Petrol,Individual,Manual,1.0,16.0,10.0,10
3.5,113226,Diesel,Dealer,Manual,1.0,19.0,8.41,7
3.1,90000,Diesel,Individual,Manual,2.0,21.12,16.53,8
1.5,70000,Petrol,Individual,Manual,3.0,12.05,11.33,14
6.85,30000,Petrol,Individual,Automatic,1.0,23.03,8.41,6
4.7,120000,Diesel,Individual,Manual,3.0,21.38,16.53,8
3.8,80000,Petrol,Individual,Manual,2.0,21.02,8.41,10
6.7,57000,Diesel,Individual,Manual,2.0,25.0,15.2,6
7.49,25000,Petrol,Individual,Manual,1.0,20.4,11.84,5
8.99,80000,Diesel,Individual,Manual,2.0,19.09,16.73,6
2.9,88000,Diesel,Individual,Manual,3.0,17.8,6.51,10
3.5,60000,Petrol,Individual,Manual,1.0,15.37,13.29,6
5.0,43000,Petrol,Individual,Manual,1.0,16.1,5.31,4
4.0,77000,Diesel,Individual,Automatic,2.0,11.07,4.48,7
2.6,30000,Petrol,Individual,Manual,1.0,18.6,9.18,5
2.2,40000,Petrol,Individual,Manual,2.0,16.8,4.98,6
4.0,80000,Petrol,Individual,Manual,1.0,17.01,11.33,5
1.7,76000,Diesel,Individual,Manual,2.0,22.37,2.38,7
0.6,62000,Petrol,Individual,Manual,2.0,9.5,4.22,14
3.0,110000,Petrol,Individual,Manual,2.0,17.1,4.26,14
1.3,120000,Diesel,Individual,Manual,2.0,19.16,3.5,8
1.7,70000,Petrol,Individual,Manual,3.0,18.2,4.22,10
3.1,77000,Diesel,Individual,Manual,2.0,20.51,6.0,9
1.3,110000,Petrol,Individual,Manual,2.0,12.99,6.75,10
1.6,90000,Diesel,Individual,Manual,3.0,21.01,3.4,26
8.0,120005,Diesel,Individual,Automatic,2.0,24.3,9.15,16
2.6,16830,Petrol,Individual,Manual,1.0,16.78,5.31,9
5.0,70000,Diesel,Individual,Manual,1.0,16.78,9.15,8
4.0,80000,Diesel,Individual,Manual,1.0,15.9,4.26,8
2.0,50000,Diesel,Individual,Manual,1.0,19.6,8.0,14
4.5,52000,Diesel,Individual,Manual,1.0,17.0,3.33,8
2.3,50000,Diesel,Individual,Manual,1.0,22.54,9.15,9
9.75,93468,Diesel,Individual,Automatic,2.0,28.09,14.78,10
2.25,80000,Petrol,Individual,Manual,2.0,17.7,4.86,11
2.8,70000,Diesel,Individual,Manual,1.0,19.0,8.0,8
4.16,40000,Petrol,Individual,Automatic,1.0,16.1,8.8,6
2.5,70000,Diesel,Individual,Manual,1.0,19.7,16.53,10
2.1,120000,Diesel,Individual,Manual,1.0,19.7,8.0,11
2.9,120000,Diesel,Individual,Manual,2.0,13.1,4.86,13
2.2,90000,Diesel,Individual,Manual,1.0,10.5,1.99,9
2.6,30000,Petrol,Individual,Manual,1.0,20.77,8.8,3
10.5,70000,Diesel,Individual,Manual,1.0,18.3,4.86,3
2.9,60000,Diesel,Individual,Manual,1.0,20.4,9.0,9
3.1,70000,Diesel,Individual,Manual,1.0,22.07,8.41,8
7.0,6000,Petrol,Individual,Manual,1.0,11.4,8.0,3
5.5,20000,Petrol,Individual,Manual,1.0,19.34,14.95,5
4.5,70000,Diesel,Individual,Manual,1.0,11.79,6.84,4
7.73,65000,Petrol,Individual,Manual,1.0,26.59,5.18,5
4.5,25000,Petrol,Individual,Manual,1.0,15.3,2.38,4
6.0,80000,Petrol,Individual,Automatic,2.0,13.45,4.26,7
2.5,63000,Petrol,Individual,Manual,1.0,12.9,9.99,11
6.4,6001,Petrol,Dealer,Manual,1.0,20.45,13.87,3
2.5,80000,Diesel,Individual,Manual,1.0,15.4,11.49,8
8.89,25000,Petrol,Individual,Manual,1.0,18.6,8.41,4
10.0,40000,Diesel,Individual,Manual,1.0,14.0,14.95,3
2.5,120000,Petrol,Individual,Manual,2.0,25.8,4.14,13
6.0,60000,Diesel,Individual,Manual,1.0,19.7,3.5,6
1.65,60000,Petrol,Individual,Manual,1.0,16.95,9.1,12
1.18,60000,Petrol,Individual,Manual,2.0,17.3,13.87,17
7.0,78000,Diesel,Individual,Manual,1.0,22.74,3.5,5
5.85,80000,Diesel,Individual,Manual,2.0,20.8,2.38,8
1.5,100000,Petrol,Individual,Manual,2.0,22.7,7.5,15
2.5,120000,Diesel,Individual,Manual,3.0,15.37,10.47,15
1.0,100000,Diesel,Individual,Manual,3.0,24.4,17.46,16
5.99,60000,Diesel,Individual,Manual,2.0,15.37,8.41,8
5.7,90000,Petrol,Individual,Manual,1.0,19.7,16.73,5
4.4,75000,Diesel,Individual,Manual,2.0,19.7,5.99,8
3.0,71717,Petrol,Individual,Automatic,2.0,28.4,8.41,6
6.6,55000,Diesel,Individual,Manual,1.0,24.8,5.31,5
4.1,35000,Petrol,Individual,Manual,1.0,17.8,6.35,3
2.8,40000,Petrol,Individual,Automatic,3.0,18.49,10.99,12
3.0,100000,Diesel,Individual,Manual,1.0,25.44,4.14,11
9.0,120000,Diesel,Individual,Manual,1.0,14.28,9.15,5
1.9,60000,Petrol,Individual,Manual,1.0,16.36,16.53,7
8.0,2000,Diesel,Individual,Manual,1.0,22.0,8.51,2
4.0,110000,Diesel,Individual,Manual,1.0,18.9,8.0,6
2.0,84321,Diesel,Individual,Manual,1.0,18.9,4.26,10
1.75,60000,Diesel,Individual,Manual,1.0,15.73,6.55,11
2.15,70000,Petrol,Individual,Manual,2.0,19.62,13.87,13
2.85,70000,Diesel,Individual,Manual,1.0,21.63,2.38,6
6.6,82000,Diesel,Individual,Manual,1.0,17.01,8.41,4
0.32,110000,Petrol,Individual,Manual,3.0,24.3,7.07,17
5.15,45000,Petrol,Individual,Manual,2.0,25.83,10.0,6
2.95,70000,Diesel,Individual,Manual,2.0,16.55,16.53,9
7.0,80000,Diesel,Individual,Manual,2.0,21.5,3.33,6
3.0,60000,Petrol,Individual,Manual,1.0,15.8,4.21,4
4.5,41800,Petrol,Individual,Manual,1.0,17.3,8.41,8
7.0,50000,Diesel,Individual,Manual,2.0,22.69,6.0,4
2.5,40000,Diesel,Individual,Manual,1.0,19.3,8.51,9
1.4,96000,Petrol,Individual,Manual,2.0,24.3,6.55,12
2.5,117000,Diesel,Individual,Manual,1.0,16.2,9.99,9
2.1,110000,Petrol,Individual,Manual,2.0,12.05,3.5,10
